budget,genres,id,original_language,popularity,release_date,revenue,runtime,title,vote_average,vote_count,director,release_year,Year,budget_adjusted,revenue_adjusted
3500000.0,Fantasy Horror,46146,nb,12.982319,2010-10-29,4159678.0,103.0,Troll Hunter,6.7,583,Andr\u00e9 \u00d8vredal,2010,2010,3739174.799134167,4443932.328603661
3500000.0,Horror Thriller Mystery,39303,en,1.271621,2009-04-25,0.0,96.0,02:13,4.6,10,Charles Adelman,2009,2009,3800507.604748831,0.0
3200000.0,Horror Drama Mystery,805,en,26.180367,1968-06-12,33395426.0,136.0,Rosemary's Baby,7.5,863,Roman Polanski,1968,1968,21421333.333333332,223554547.54833335
3000000.0,Horror Thriller,41436,en,22.789649,2010-10-20,177512032.0,91.0,Paranormal Activity 2,5.7,722,Tod Williams,2010,2010,3205006.9706864287,189642433.3135708
3000000.0,Horror,10014,en,21.607228,1985-10-31,29999213.0,87.0,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,361,Jack Sholder,1985,1985,6495083.643122676,64949132.55428438
3000000.0,Science-Fiction Horror Thriller,158015,en,54.403033,2013-05-31,89328627.0,86.0,The Purge,6.0,2428,James DeMonaco,2013,2013,3000000.0,89328627.0
3000000.0,Horror Thriller Mystery,82507,en,41.045084,2012-03-29,77712439.0,110.0,Sinister,6.7,1573,Scott Derrickson,2012,2012,3043942.7859613057,78850739.35783601
3000000.0,Horror Mystery Thriller,10225,en,11.158167,1986-08-01,19472057.0,86.0,Friday the 13th Part VI: Jason Lives,5.7,216,Tom McLoughlin,1986,1986,6376560.218978102,41388248.015958026
3000000.0,Fantasy Horror Thriller,10285,en,10.341982,1993-08-13,15938065.0,87.0,Jason Goes to Hell: The Final Friday,4.2,193,Adam Marcus,1993,1993,4836477.508650519,25694697.634636678
3000000.0,Action Horror Science-Fiction Thriller,15158,en,5.003615,1988-07-08,7282851.0,97.0,Phantasm II,6.3,94,Don Coscarelli,1988,1988,5907616.229923923,14341429.589239223
0.0,Fantasy Horror Science-Fiction,24126,en,3.107149,1993-05-01,0.0,98.0,Warlock: The Armageddon,5.2,38,Anthony Hickox,1993,1993,0.0,0.0
2800000.0,Comedy Horror,246403,en,15.754614,2014-09-19,1826705.0,102.0,Tusk,5.1,366,Kevin Smith,2014,2014,2755303.7983238716,1797545.4374704312
0.0,Horror Science-Fiction Thriller,50942,en,2.857848,1998-05-17,0.0,176.0,Creature,4.0,21,Stuart Gillard,1998,1998,0.0,0.0
0.0,Horror Thriller,38033,en,2.504156,2010-10-01,0.0,96.0,Chain Letter,3.9,37,Deon Taylor,2010,2010,0.0,0.0
3000000.0,Thriller Horror,234212,en,12.564554,2015-02-12,3387000.0,83.0,Demonic,4.9,148,Will Canon,2015,2015,2948611.2810473507,3328982.136302459
3000000.0,Thriller Mystery Drama Horror,351043,en,3.077885,2015-08-14,0.0,90.0,Amnesiac,4.1,52,Michael Polish,2015,2015,2948611.2810473507,0.0
0.0,Thriller Action Horror,356483,en,0.687656,2015-10-16,0.0,89.0,Unnatural,4.3,12,Hank Braxtan,2015,2015,0.0,0.0
2800000.0,Horror Thriller,10281,en,9.070842,1988-05-13,19170001.0,88.0,Friday the 13th Part VII: The New Blood,5.3,192,John Carl Buechler,1988,1988,5513775.147928994,37749669.67841928
2000000.0,Horror Action Science-Fiction,13025,en,15.351412,2007-09-08,5364858.0,95.0,Diary of the Dead,5.4,190,George A. Romero,2007,2007,2247079.704063817,6027631.7634922005
2600000.0,Horror Thriller,9730,en,14.013414,1984-04-13,32980880.0,91.0,Friday the 13th: The Final Chapter,5.9,237,Joseph Zito,1984,1984,5829530.317613089,73947323.0236766
2600000.0,Horror Thriller,8875,en,3.687574,2007-12-07,0.0,97.0,Timber Falls,5.2,38,Tony Giglio,2007,2007,2921203.615282962,0.0
2500000.0,Comedy Horror,139038,en,18.661541,2013-01-11,60141683.0,86.0,A Haunted House,5.4,516,Michael Tiddes,2013,2013,2500000.0,60141683.0
2500000.0,Horror Mystery Science-Fiction,10676,en,12.030456,1982-10-22,14400000.0,98.0,Halloween III: Season of the Witch,5.0,229,Tommy Lee Wallace,1982,1982,6035155.440414508,34762495.33678757
0.0,Horror Mystery Thriller,50538,fr,0.205034,2003-10-03,0.0,100.0,Evil Words,6.9,8,\u00c9ric Tessier,2003,2003,0.0,0.0
35000000.0,Horror,332285,en,3.674294,2016-09-02,0.0,94.0,Antibirth,4.8,40,Danny Perez,2016,2016,33971904.98610457,0.0
0.0,Drama Horror Thriller,13569,en,1.946715,2006-12-01,0.0,101.0,Thr3e,4.8,21,Robby Henson,2006,2006,0.0,0.0
4000000.0,Horror Thriller,9728,en,14.206525,1982-08-13,36690067.0,95.0,Friday the 13th Part III,5.7,254,Steve Miner,1982,1982,9656248.704663213,88572102.98568912
2200000.0,Horror Thriller,9731,en,12.639469,1985-03-22,21930418.0,92.0,Friday the 13th: A New Beginning,5.1,196,Danny Steinmann,1985,1985,4763061.338289962,47479966.41288104
0.0,Action Comedy Horror,16205,en,2.659804,2007-10-09,0.0,85.0,Jack Brooks: Monster Slayer,5.7,59,Jon Knautz,2007,2007,0.0,0.0
1500000.0,Horror Mystery,8329,es,31.691617,2007-04-10,30448000.0,78.0,[REC],7.1,934,Jaume Balaguer\u00f3,2007,2007,1685309.7780478627,34209541.41466755
0.0,Thriller Horror Science-Fiction,347548,en,2.122451,2015-07-09,0.0,77.0,Containment,5.1,36,Neil Mcenery-West,2015,2015,0.0,0.0
0.0,Comedy Horror Action,28165,en,1.791331,1989-02-24,0.0,96.0,The Toxic Avenger Part II,5.3,39,Lloyd Kaufman,1989,1989,0.0,0.0
2000000.0,Horror Thriller,270303,en,100.876794,2015-02-04,14674076.0,100.0,It Follows,6.6,1832,David Robert Mitchell,2015,2015,1965740.8540315672,14422715.344182063
2000000.0,Horror Mystery,92182,en,11.66632,2011-01-21,13101672.0,85.0,Silent House,5.2,125,Chris Kentis,2011,2011,2071290.4387411699,13568683.97256145
2000000.0,Comedy Science-Fiction Romance Horror,28260,en,7.502934,1993-10-01,54207.0,97.0,Return of the Living Dead 3,5.9,88,Brian Yuzna,1993,1993,3224318.339100346,87390.31210380622
100000.0,Horror,115210,en,7.447714,2012-05-19,95000.0,86.0,Stitches,5.5,92,Conor McMahon,2012,2012,101464.75953204352,96391.52155544134
0.0,Mystery Horror History,12602,de,1.296784,1967-10-05,0.0,85.0,The Torture Chamber of Dr. Sadism,6.3,12,Harald Reinl,1967,1967,0.0,0.0
2000000.0,Thriller Mystery Horror Drama,309919,en,2.00163,2015-08-21,0.0,89.0,The Curse of Downers Grove,4.4,24,Derick Martini,2015,2015,1965740.8540315672,0.0
1800000.0,Horror Drama Thriller,38358,en,14.838986,2010-08-27,67738090.0,87.0,The Last Exorcism,5.6,328,Daniel Stamm,2010,2010,1923004.1824118572,72367016.8769949
0.0,Thriller Comedy Horror,386826,en,0.060127,2016-03-04,0.0,87.0,A Beginner's Guide to Snuff,0.0,0,Mitchell Altieri,2016,2016,0.0,0.0
500000.0,Drama Horror Thriller Romance,10894,en,8.650779,2002-01-13,150277.0,93.0,May,6.3,152,Lucky McKee,2002,2002,647462.4791550861,194597.43795997777
2000000.0,Thriller Crime Horror,43947,en,26.281839,2010-06-17,572809.0,108.0,I Spit on Your Grave,6.3,519,Steven R. Monroe,2010,2010,2136671.3137909523,611952.2792906408
0.0,Thriller Horror,283686,en,3.215465,2014-08-27,0.0,92.0,Out of the Dark,4.6,55,Llu\u00eds Qu\u00edlez,2014,2014,0.0,0.0
1500000.0,Horror Thriller,49018,en,58.594852,2010-09-13,97009150.0,103.0,Insidious,6.8,1737,James Wan,2010,2010,1602503.4853432144,103638333.9901218
0.0,Thriller Action Horror,323271,en,0.06124,2015-08-28,0.0,93.0,Unsullied,3.0,1,Simeon Rice,2015,2015,0.0,0.0
1500000.0,Horror Mystery,10972,en,11.064228,2001-08-10,373967.0,100.0,Session 9,6.2,251,Brad Anderson,2001,2001,1973097.1202710331,491915.4738509317
1500000.0,Comedy Horror,1961,en,7.5591,2007-10-01,173066.0,86.0,My Name Is Bruce,5.9,107,Bruce Campbell,2007,2007,1685309.7780478627,194446.54803175427
1500000.0,Horror Mystery Science-Fiction,23963,en,4.680206,2009-03-06,32000.0,93.0,Pontypool,6.6,183,Bruce McDonald,2009,2009,1628788.9734637847,34747.49810056074
1500000.0,Horror Thriller,104755,en,14.504326,2012-09-10,1165882.0,101.0,The Lords of Salem,5.1,242,Rob Zombie,2012,2012,1521971.3929806529,1182959.3677273798
1500000.0,Drama Mystery Horror Thriller,301325,de,2.815228,2015-11-20,0.0,90.0,#Horror,3.3,52,Tara Subkoff,2015,2015,1474305.6405236754,0.0
0.0,Action Horror Thriller,347755,en,0.446858,2016-01-28,0.0,93.0,Wind Walkers,7.5,6,Russell Friedenberg,2016,2016,0.0,0.0
1.0,Adventure Comedy Horror,48463,en,1.452152,2004-12-17,0.0,94.0,Incident at Loch Ness,5.9,18,Zak Penn,2004,2004,1.2332292218104817,0.0
0.0,Thriller Horror,280381,en,0.43049,2014-01-11,0.0,91.0,House at the End of the Drive,0.0,0,David Worth,2014,2014,0.0,0.0
0.0,Horror Comedy,100275,en,0.143784,2012-04-22,1632.0,79.0,Eddie: The Sleepwalking Cannibal,6.1,30,Boris Rodriguez,2012,2012,0.0,1655.9048755629503
1250000.0,Horror Thriller,9725,en,16.517777,1981-05-01,21722776.0,87.0,Friday the 13th Part 2,6.0,315,Steve Miner,1981,1981,3203479.0979097905,55670767.091661155
1250000.0,Horror Science-Fiction,23730,en,4.45544,1984-08-31,3412497.0,88.0,C.H.U.D.,5.3,62,Douglas Cheek,1984,1984,2802658.806544754,7651251.815486044
1200000.0,Horror Mystery Crime,176,en,63.655973,2004-10-01,103911669.0,103.0,Saw,7.2,2184,James Wan,2004,2004,1479875.066172578,128146906.69789836
0.0,Thriller Horror,107315,en,1.36514,2011-10-22,0.0,0.0,Below Zero,4.4,12,Justin Thomas Ostensen,2011,2011,0.0,0.0
0.0,Horror,157422,en,1.906151,2015-10-16,0.0,91.0,The Wicked Within,4.2,26,Jay Alaimo,2015,2015,0.0,0.0
0.0,Horror,310933,en,0.100533,2013-06-01,0.0,0.0,Bleeding Hearts,2.0,1,Dylan Bank,2013,2013,0.0,0.0
1100000.0,Comedy Horror,39895,en,1.220072,1987-09-25,1400000.0,99.0,From a Whisper to a Scream,6.8,15,Jeff Burr,1987,1987,2255745.5985915493,2870948.943661972
1596010.0,Horror,55616,en,0.552361,2002-02-28,0.0,75.0,Dracula: Pages from a Virgin's Diary,6.9,8,Guy Maddin,2002,2002,2066713.182712618,0.0
0.0,Horror Science-Fiction Action,53502,en,0.249457,2010-05-13,0.0,90.0,The Dead Undead,3.1,6,Matthew R. Anderson,2010,2010,0.0,0.0
0.0,Horror Documentary Mystery,202604,en,0.447166,2013-05-29,0.0,0.0,The Vatican Exorcisms,4.4,11,Joe Marino,2013,2013,0.0,0.0
1000000.0,Horror Thriller,277685,en,41.972329,2015-04-17,62882090.0,82.0,Unfriended,5.5,1047,Levan Gabriadze,2015,2015,982870.4270157836,61804946.64994494
1000000.0,Drama Horror,11298,en,6.532855,1981-04-03,17985893.0,91.0,The Howling,6.4,161,Joe Dante,1981,1981,2562783.2783278325,46093945.82619361
1000000.0,Horror,9003,en,22.583834,1987-09-11,14564027.0,94.0,Hellraiser,6.9,449,Clive Barker,1987,1987,2050677.8169014086,29866127.093653172
1000000.0,Horror Thriller,10092,en,6.926926,2005-09-16,10047674.0,90.0,Cry_Wolf,5.6,126,Jeff Wadlow,2005,2005,1192816.1802355351,11985028.1209319
1000000.0,Adventure Horror Action Science-Fiction,10643,ja,3.322721,1999-12-11,10037390.0,107.0,Godzilla 2000,5.9,43,Takao Okawara,1999,1999,1398301.3205282113,14035295.691656662
1000000.0,Thriller Horror,76487,en,13.152822,2012-01-06,101758490.0,83.0,The Devil Inside,4.6,262,William Brent Bell,2012,2012,1014647.5953204352,103249007.18193856
5000000.0,Action Adventure Horror Thriller,171424,en,17.845161,2014-09-04,6833445.0,100.0,The Green Inferno,5.0,349,Eli Roth,2014,2014,4920185.35414977,6724363.201477596
0.0,Horror,34592,en,1.563711,2009-01-01,0.0,92.0,ZMD: Zombies of Mass Destruction,4.7,31,Kevin Hamedani,2009,2009,0.0,0.0
1000000.0,Horror Thriller,92635,en,0.653495,2012-03-16,0.0,85.0,Snow White: A Deadly Summer,4.8,11,David DeCoteau,2012,2012,1014647.5953204352,0.0
1.0,Horror,287524,en,1.859965,2014-10-31,0.0,95.0,Fear Clinic,4.0,42,Robert Hall,2014,2014,0.9840370708299541,0.0
0.0,Horror,323270,en,0.392658,2015-10-27,0.0,0.0,The Horror Network Vol. 1,5.0,2,Joseph Graham,2015,2015,0.0,0.0
800000.0,Horror Comedy,14451,no,11.205726,2009-01-09,1984662.0,91.0,Dead Snow,6.1,311,Tommy Wirkola,2009,2009,868687.4525140185,2155063.7211017213
0.0,Horror Science-Fiction,211557,en,0.322553,2012-10-28,0.0,14.0,Vessel,5.9,8,Clark Baker,2012,2012,0.0,0.0
500000.0,Horror Thriller Crime,74725,en,12.203041,2011-09-02,171760.0,95.0,Kill List,6.0,210,Ben Wheatley,2011,2011,517822.60968529247,177882.42287909167
750000.0,Horror Thriller,58428,en,14.386807,2011-12-01,78396.0,102.0,The Innkeepers,5.4,219,Ti West,2011,2011,776733.9145279387,81190.44261777638
0.0,Horror Drama Thriller Crime,13429,en,3.283886,2008-07-18,0.0,99.0,Donkey Punch,4.5,52,Olly Blackburn,2008,2008,0.0,0.0
0.0,Horror,22530,en,1.039149,2008-01-01,0.0,95.0,Bled,3.8,4,Christopher Hutson,2008,2008,0.0,0.0
650.0,Horror Fantasy,158752,en,1.352222,2013-10-11,0.0,90.0,Escape from Tomorrow,4.8,87,Randy Moore,2013,2013,650.0,0.0
60000.0,Horror Mystery,2667,en,41.690578,1999-07-14,248000000.0,81.0,The Blair Witch Project,6.3,1055,Daniel Myrick,1999,1999,83898.07923169268,346778727.4909964
500000.0,Horror Science-Fiction,30315,en,2.537032,1977-08-24,17000000.0,97.0,Kingdom of the Spiders,5.7,30,John 'Bud' Cardos,1977,1977,1922087.4587458745,65350973.59735973
500000.0,Comedy Drama Fantasy Horror Mystery,45649,en,9.108949,2010-07-09,98017.0,85.0,Rubber,5.7,251,Quentin Dupieux,2010,2010,534167.8284477381,104715.0560819239
500000.0,Comedy Horror,139715,en,2.391847,2012-04-27,0.0,87.0,Detention of the Dead,4.5,34,Alex Craig Mann,2012,2012,507323.7976602176,0.0
500000.0,Horror Comedy,117942,en,1.600171,2012-03-28,0.0,104.0,Girls Gone Dead,3.5,14,Michael Hoffman Jr.,2012,2012,507323.7976602176,0.0
0.0,Music Horror,285743,en,0.674398,2016-03-29,0.0,0.0,Alleluia! The Devil's Carnival,6.0,2,Darren Lynn Bousman,2016,2016,0.0,0.0
0.0,Horror Comedy,17287,en,3.905877,2006-12-26,0.0,103.0,Poultrygeist: Night of the Chicken Dead,5.9,41,Lloyd Kaufman,2006,2006,0.0,0.0
0.0,Horror Drama,308467,en,0.160234,2013-03-01,0.0,90.0,Roadside,4.2,5,Eric England,2013,2013,0.0,0.0
15000.0,Horror Mystery,23827,en,47.456823,2007-09-14,193355800.0,86.0,Paranormal Activity,5.9,1316,Oren Peli,2007,2007,16853.097780478627,217242946.9215113
0.0,Horror Comedy,189711,en,0.133619,2014-03-08,0.0,0.0,Love in the Time of Monsters,5.0,2,Matt Jackson,2014,2014,0.0,0.0
500000.0,Horror Science-Fiction Thriller,18045,en,1.428483,2005-03-11,0.0,80.0,The Dark Hours,5.5,22,Paul Fox,2005,2005,596408.0901177676,0.0
350000.0,Horror,764,en,35.037625,1981-10-15,29400000.0,85.0,The Evil Dead,7.3,894,Sam Raimi,1981,1981,896974.1474147413,75345828.38283828
6000000.0,Horror,103620,en,19.331884,2012-12-26,31081.0,89.0,Maniac,6.0,316,Franck Khalfoun,2012,2012,6087885.571922611,31536.261910154448
8.0,Fantasy Horror Thriller,11980,en,11.818333,1995-09-01,16.0,98.0,The Prophecy,6.4,138,Gregory Widen,1995,1995,12.228713910761154,24.45742782152231
0.0,Horror Drama Thriller,250184,en,1.905197,2014-03-29,0.0,90.0,Locker 13,6.8,3,Jason Marsden,2014,2014,0.0,0.0
0.0,Horror,426067,en,0.001389,1990-01-01,0.0,94.0,Midnight Cabaret,0.0,0,Pece Dingo,1990,1990,0.0,0.0
0.0,Horror,27420,en,1.452199,1981-05-01,0.0,96.0,Graduation Day,5.0,22,Herb Freed,1981,1981,0.0,0.0
300000.0,Comedy Horror Thriller,80468,en,2.733725,2011-04-14,0.0,97.0,Some Guy Who Kills People,5.7,45,Jack Perez,2011,2011,310693.5658111755,0.0
0.0,Horror,325123,en,0.055325,2015-03-10,0.0,96.0,Teeth and Blood,3.0,1,,2015,2015,0.0,0.0
0.0,Horror Thriller,150211,en,1.084387,2012-10-10,0.0,0.0,The Frozen,4.2,14,Andrew Hyatt,2012,2012,0.0,0.0
210000.0,Adventure Horror Science-Fiction,35073,en,2.043661,1953-06-13,5000000.0,80.0,"The Beast from 20,000 Fathoms",6.7,41,Eug\u00e8ne Louri\u00e9,1953,1953,1832246.0674157303,43624906.3670412
450000.0,Crime Horror Thriller,54702,en,1.077321,2004-09-10,0.0,90.0,Malevolence,4.9,14,Stevan Mena,2004,2004,554953.1498147168,0.0
0.0,Drama Comedy Horror,5759,en,3.299345,2008-01-21,0.0,84.0,Baghead,5.8,23,Jay Duplass,2008,2008,0.0,0.0
0.0,Horror,402515,pt,0.018716,2014-10-21,0.0,89.0,American Beast,0.0,0,Livingston Oden,2014,2014,0.0,0.0
0.0,Thriller Drama Horror,50497,en,2.805351,2012-01-31,0.0,86.0,When the Lights Went Out,5.8,49,Pat Holden,2012,2012,0.0,0.0
100000.0,Horror Thriller,299245,en,18.045782,2015-07-10,42664410.0,87.0,The Gallows,4.9,361,Travis Cluff,2015,2015,98287.04270157836,41933586.87507647
10000.0,Drama Fantasy Horror Science-Fiction,985,en,20.399578,1977-03-19,7000000.0,89.0,Eraserhead,7.5,485,David Lynch,1977,1977,38441.74917491749,26909224.422442243
0.0,Comedy Horror Science-Fiction,18841,en,1.680525,2001-09-12,0.0,90.0,The Lost Skeleton of Cadavra,6.5,30,Larry Blamire,2001,2001,0.0,0.0
0.0,Crime Horror,72086,en,0.074005,1971-01-01,0.0,106.0,The Night Visitor,7.3,6,L\u00e1szl\u00f3 Benedek,1971,1971,0.0,0.0
62000.0,Horror Science-Fiction,33468,en,2.407048,1962-02-25,0.0,82.0,The Brain That Wouldn't Die,4.4,32,Joseph Green,1962,1962,478256.0927152318,0.0
60000.0,Thriller Horror,193603,en,0.412342,2012-10-13,0.0,93.0,Hayride,5.1,6,Terron R. Parsons,2012,2012,60878.855719226114,0.0
50000.0,Horror Thriller Fantasy,20981,en,1.777148,2005-01-01,0.0,47.0,The Call of Cthulhu,6.9,41,Andrew Leman,2005,2005,59640.80901177675,0.0
0.0,Horror,228550,en,0.160779,2011-03-27,0.0,83.0,Raymond Did It,3.2,8,Travis Legge,2011,2011,0.0,0.0
50000.0,Thriller Horror,290391,en,0.595809,2015-09-01,0.0,75.0,"Run, Hide, Die",3.5,2,Collin Joseph Neal,2015,2015,49143.52135078918,0.0
0.0,Horror,220490,en,0.056459,2013-04-19,0.0,89.0,Her Cry: La Llorona Investigation,0.0,0,Damir Catic,2013,2013,0.0,0.0
0.0,Thriller Horror,226458,en,3.619167,2015-01-16,0.0,91.0,Backmask,4.7,79,Marcus Nispel,2015,2015,0.0,0.0
12000.0,Horror Comedy Crime,692,en,4.553644,1972-03-12,6000000.0,93.0,Pink Flamingos,6.2,110,John Waters,1972,1972,66877.60765550239,33438803.827751197
13.0,Horror,157185,en,0.332679,2007-01-01,0.0,84.0,Tin Can Man,2.0,1,Ivan Kavanagh,2007,2007,14.60601807641481,0.0
20000.0,Crime Horror Mystery Thriller,36095,ja,0.212443,1997-11-06,99000.0,111.0,Cure,7.4,63,Kiyoshi Kurosawa,1997,1997,29028.90965732087,143693.1028037383
0.0,Thriller Horror Comedy,286939,en,0.166513,2012-01-20,0.0,82.0,Sanctuary: Quite a Conundrum,0.0,0,Thomas L. Phillips,2012,2012,0.0,0.0
